pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,0,Fred,Quillan,C,56,Oregon,50,70,14,71,18,94,69,70,14,37,29,32,14,11,34,80,72,10,27,24,13,49,42,99,51,5,65,46
primary,1,Ronnie,Lott,CB,42,USC,87,86,9,70,18,83,45,82,95,14,74,10,11,11,42,19,26,43,30,60,19,49,84,1,79,5,86,78
primary,2,Eric,Wright,CB,21,Missouri,91,86,9,85,16,54,35,89,88,13,77,9,12,10,29,14,21,41,33,54,19,49,80,1,61,5,85,64
primary,3,Lynn,Thomas,CB,28,Pittsburgh,89,85,12,70,18,96,33,73,85,8,78,38,13,11,20,33,31,50,54,60,17,49,32,1,50,5,75,53
primary,4,Saladin,Martin,CB,29,,92,99,11,71,19,72,39,92,80,19,44,39,11,11,48,34,39,51,29,36,21,49,36,1,45,5,55,42
primary,5,Rick,Gervais,CB,24,Stanford,91,79,11,60,17,86,49,76,67,7,45,5,11,11,21,23,23,32,38,42,15,49,31,1,32,5,48,39
primary,6,Ricky,Churchman,CB,33,Texas,76,72,8,99,28,75,37,85,54,20,56,7,10,10,50,38,43,46,68,45,29,49,50,1,20,5,55,58
primary,7,Jim,Stuckey,DE,79,Clemson,83,78,10,58,23,77,55,79,39,18,85,23,11,11,19,28,20,14,92,78,24,49,69,99,50,5,64,82
primary,8,Dwaine,Board,DE,76,North Carolina A&T,78,88,10,79,19,76,58,64,51,14,95,28,11,10,24,19,26,28,98,88,20,49,97,99,65,5,83,80
primary,9,Pete,Kugler,DE,77,,80,74,10,60,19,79,69,59,49,17,77,26,11,10,23,23,24,20,79,76,20,49,64,99,50,5,71,72
primary,10,Fred,Dean,DE,74,Louisiana Tech,67,72,11,61,16,45,67,73,39,25,58,30,13,11,20,27,28,14,73,80,14,49,27,99,35,5,34,55
primary,11,Archie,Reese,DT,78,Clemson,50,63,11,57,22,85,77,64,18,14,77,31,11,11,24,29,26,22,78,78,20,49,62,99,63,5,72,74
primary,12,Lawrence,Pillers,DT,65,,63,68,11,63,15,89,73,56,54,28,82,33,13,11,20,25,29,22,74,79,17,49,31,99,42,5,60,66
primary,13,John,Harty,DT,75,Iowa,59,69,10,76,22,89,63,58,24,25,81,33,11,11,31,24,33,14,74,80,19,49,70,99,36,5,65,80
primary,14,Earl,Cooper,FB,49,Rice,80,75,16,79,19,94,69,57,42,53,29,50,14,14,62,82,68,89,37,35,21,49,27,99,43,5,30,70
primary,15,Dwight,Hicks,FS,22,Michigan,82,72,9,92,19,76,57,73,90,12,97,8,11,10,7,22,22,39,59,97,22,49,79,1,74,5,96,57
primary,16,John,Ayers,G,68,,42,60,12,87,25,96,73,48,16,31,33,22,10,10,24,89,86,9,30,28,23,49,80,99,81,5,84,24
primary,17,Randy,Cross,G,51,UCLA,48,62,11,99,25,97,61,50,34,20,29,20,10,10,23,87,81,7,37,37,23,49,58,99,70,5,95,49
primary,18,Walt,Downing,G,62,Michigan,41,57,12,78,22,95,79,42,13,28,29,15,10,11,23,70,69,12,26,28,20,49,73,99,68,5,21,41
primary,19,John,Choma,G,60,Virginia,48,62,12,73,23,98,57,52,14,35,32,14,10,10,31,70,72,4,30,27,23,49,39,99,42,5,73,49
primary,20,Ricky,Patton,HB,32,,87,63,17,91,13,91,65,76,14,73,6,87,15,16,71,36,36,75,12,8,16,49,44,50,55,5,75,62
primary,21,Johnny,Davis,HB,38,Alabama,90,72,17,67,9,92,55,79,37,59,30,76,14,14,55,10,12,64,20,28,11,49,38,1,51,5,78,46
primary,22,Walt,Easley,HB,31,West Virginia,82,67,17,79,13,94,51,70,14,59,6,69,15,16,57,38,34,64,12,8,16,49,44,99,42,5,68,24
primary,23,Amos,Lawrence,HB,20,North Carolina,89,72,23,82,13,94,57,92,12,50,6,77,19,20,61,38,30,72,8,6,12,49,43,99,36,24,41,60
primary,24,Paul,Hofer,HB,36,Mississippi,88,79,17,65,16,72,47,76,13,48,8,75,14,14,49,49,35,90,6,13,19,49,38,99,40,24,41,41
primary,25,Bill,Ring,HB,30,,88,80,15,60,16,89,49,75,10,21,14,78,13,13,39,20,16,60,6,12,14,49,34,50,38,24,41,9
primary,26,Lenvil,Elliott,HB,35,,87,80,17,80,23,78,57,49,9,56,7,71,15,17,64,22,10,63,14,10,26,49,68,50,36,24,56,43
primary,27,Arrington,Jones,HB,40,,77,76,17,74,11,70,61,75,14,55,9,62,14,15,65,15,10,74,12,12,15,49,45,50,27,24,45,24
primary,28,Jack,Reynolds,ILB,64,Tennessee,78,69,10,78,4,64,69,84,74,15,90,34,11,11,16,23,20,24,83,89,4,49,79,99,52,5,74,63
primary,29,Craig,Puki,ILB,54,Tennessee,80,72,10,81,13,72,63,75,69,23,86,27,11,10,15,34,29,22,74,78,13,49,72,99,53,5,71,61
primary,30,Dan,Bunz,ILB,57,,84,86,10,79,9,52,61,70,63,13,76,33,11,11,21,27,22,28,59,74,5,49,61,99,45,5,53,24
