pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,0,Bart,Oates,C,65,BYU,50,70,14,71,18,94,69,70,14,37,29,32,14,11,34,80,72,10,27,24,13,49,42,99,51,5,65,46
primary,1,Mark,Collins,CB,25,,89,86,9,77,20,69,45,84,96,10,61,7,11,10,39,30,33,37,39,56,22,49,66,1,65,5,89,60
primary,2,Everson,Walls,CB,28,,87,97,9,53,14,87,35,68,90,10,74,7,11,10,11,15,18,37,55,63,15,49,15,1,55,5,85,67
primary,3,Reyna,Thompson,CB,21,Baylor,85,91,11,75,19,85,33,81,86,8,69,6,11,11,35,34,39,34,24,71,21,49,36,1,40,5,60,52
primary,4,Perry,Williams,CB,23,,87,81,12,55,16,85,41,92,72,6,77,4,13,11,26,18,20,1,40,62,19,49,28,1,39,5,55,39
primary,5,Roger,Brown,CB,46,Virginia Tech,87,92,9,88,21,83,43,73,61,13,49,9,11,10,19,29,27,41,29,51,23,49,42,1,21,5,28,57
primary,6,John,Washington,DE,73,,78,88,10,79,19,76,58,64,51,14,95,28,11,10,24,19,26,28,98,88,20,49,97,99,65,5,83,80
primary,7,Leonard,Marshall,DE,70,,54,66,11,49,19,89,73,58,3,16,75,26,11,10,19,27,23,4,79,70,19,49,20,99,53,5,73,61
primary,8,Mike,Fox,DE,93,West Virginia,72,60,11,55,12,87,57,60,47,25,67,32,13,11,19,22,25,22,74,58,13,49,29,99,36,5,83,73
primary,9,Erik,Howard,DT,74,,81,75,11,61,21,83,67,69,34,16,89,28,10,10,22,32,23,14,41,89,19,49,77,99,56,5,79,89
primary,10,Eric,Dorsey,DT,77,Notre Dame,62,65,11,64,23,39,79,62,26,18,93,31,10,10,30,35,31,18,70,87,23,49,71,99,51,5,56,83
primary,11,Kent,Wells,DT,95,Nebraska,58,60,11,50,22,75,91,56,18,20,75,28,10,10,23,32,24,2,36,84,22,49,20,99,37,5,51,79
primary,12,Ottis,Anderson,FB,24,,80,79,18,98,23,84,61,76,7,60,5,43,15,16,75,69,51,73,5,7,24,49,74,99,54,5,54,56
primary,13,Myron,Guyton,FS,29,Eastern Kentucky,78,79,9,88,18,81,43,62,86,13,80,9,11,11,22,23,20,40,29,80,20,49,92,1,68,5,95,70
primary,14,Dave,Duerson,FS,26,Notre Dame,81,88,12,93,22,84,39,76,78,8,82,6,12,11,14,30,31,34,48,68,25,49,54,1,53,5,65,46
primary,15,William,Roberts,G,66,,58,51,12,75,14,95,67,62,24,41,30,43,11,11,38,86,78,14,27,26,16,49,51,99,59,5,49,43
primary,16,Eric,Moore,G,60,Indiana,39,48,12,76,24,96,58,39,14,33,29,16,10,10,24,80,84,7,28,27,22,49,38,99,60,5,88,24
primary,17,Bob,Kratch,G,61,Iowa,52,57,12,69,18,96,77,45,14,37,29,32,14,11,34,65,76,10,27,24,13,49,42,99,44,5,30,46
primary,18,Damian,Johnson,G,60,,41,44,11,50,22,96,73,58,11,30,23,16,10,10,13,70,63,1,23,28,19,49,37,99,47,5,45,14
primary,19,Brian,Williams,G,59,Minnesota,33,60,11,83,21,81,63,52,37,41,32,38,14,11,41,67,64,9,41,37,17,49,51,99,45,5,35,2
primary,20,Maurice,Carthon,HB,44,,87,75,27,95,14,91,55,73,14,53,9,92,25,17,55,21,36,79,14,8,18,49,71,99,77,5,82,22
primary,21,Lewis,Tillman,HB,34,,87,84,17,89,13,77,59,79,7,57,12,90,15,17,59,41,41,92,10,6,16,49,69,50,56,5,43,76
primary,22,Rodney,Hampton,HB,27,Georgia,83,74,15,63,13,94,55,88,34,49,28,69,15,14,54,32,39,81,20,19,16,49,38,50,38,5,60,69
primary,23,Dave,Meggett,HB,30,,91,76,15,67,16,68,73,85,11,53,6,61,13,13,62,39,20,72,10,14,15,49,36,50,40,24,41,24
primary,24,Lee,Rouson,HB,22,Colorado,90,79,17,77,17,92,53,64,15,24,10,63,15,16,63,30,28,92,8,8,18,49,44,1,31,5,62,56
primary,25,Pepper,Johnson,ILB,52,,63,79,10,98,11,75,70,54,86,21,99,28,11,10,43,25,20,22,81,99,11,49,96,99,63,5,99,74
primary,26,Steve,DeOssie,ILB,99,,78,83,10,72,7,89,59,76,72,24,80,25,10,10,16,30,21,16,58,72,8,49,37,99,53,5,95,48
primary,27,Larry,McGrew,ILB,57,USC,75,87,13,67,16,77,83,70,60,22,71,30,11,11,24,23,26,10,58,65,15,49,31,99,45,5,47,24
primary,28,Gary,Reasons,ILB,55,,80,72,10,99,22,89,53,64,52,48,77,45,11,10,42,48,45,24,49,60,22,49,47,99,20,5,59,87
primary,29,Matt,Bahr,K,9,,39,45,11,30,86,90,32,38,17,22,27,15,11,12,13,19,14,29,12,12,89,99,54,50,59,5,71,22
primary,30,Carl,Banks,OLB,58,,69,80,10,97,15,88,55,76,77,19,91,32,11,10,30,31,25,32,88,93,14,49,86,99,71,5,93,70
primary,31,Lawrence,Taylor,OLB,56,North Carolina,80,86,10,99,11,99,90,70,85,20,99,28,11,10,26,27,21,26,95,89,11,49,99,27,90,5,99,99
primary,32,Johnie,Cooks,OLB,98,,74,69,10,94,13,86,61,78,76,23,79,28,11,10,16,27,23,26,56,78,14,49,49,99,39,5,83,82
primary,33,Bobby,Abrams,OLB,51,Michigan,78,87,10,85,11,87,61,68,71,23,81,34,11,11,16,20,20,12,53,79,8,49,38,99,37,5,63,56
primary,34,Sean,Landeta,P,5,,45,46,20,48,94,95,35,37,23,27,41,18,23,24,15,20,16,16,22,12,89,1,32,50,90,5,92,23
primary,35,Jeff,Hostetler,QB,15,,70,70,82,41,7,30,39,52,29,23,28,10,89,85,16,28,25,25,18,19,12,49,90,50,80,40,70,72
primary,36,Phil,Simms,QB,11,,84,77,86,38,19,84,41,75,39,33,41,46,78,79,35,24,24,30,38,27,22,49,83,50,80,80,70,24
primary,37,Greg,Jackson,SS,47,,88,81,10,91,14,46,51,75,82,35,83,9,11,10,23,19,20,49,53,85,19,49,49,1,61,5,95,65
primary,38,Dave,Whitmore,SS,43,,84,86,8,99,28,75,51,85,64,20,76,7,10,10,50,38,43,44,61,69,29,49,50,1,34,5,58,58
primary,39,Jumbo,Elliott,T,76,Michigan,31,46,12,86,23,97,75,44,13,30,30,18,10,10,23,89,80,8,27,28,21,49,78,99,60,5,85,41
primary,40,Doug,Riesenberg,T,72,California,44,67,12,75,14,97,71,55,24,41,30,43,11,11,38,74,82,14,27,26,16,49,51,99,52,5,71,41
primary,41,Clarence,Jones,T,71,,48,63,11,87,16,86,77,73,13,28,24,16,10,11,21,72,72,11,26,27,15,49,50,99,51,5,38,14
primary,42,Jay,Butler,T,79,,36,40,12,79,19,81,77,45,10,27,27,20,10,10,23,70,71,11,27,30,17,49,46,99,63,5,85,11
primary,43,Tom,Rehder,T,64,Notre Dame,43,64,11,73,8,99,67,62,21,26,27,39,11,16,36,67,68,17,15,22,14,49,45,99,46,5,65,24
primary,44,Mark,Bavaro,TE,89,Notre Dame,78,79,11,99,17,99,53,73,14,95,14,80,12,12,92,63,69,78,15,7,19,49,77,99,89,5,99,99
primary,45,Howard,Cross,TE,87,Alabama,77,77,10,59,13,69,55,64,14,68,10,47,11,11,73,73,76,76,13,15,15,49,52,99,61,5,25,24
primary,46,Bob,Mrosko,TE,80,,67,76,10,39,3,88,57,61,19,62,13,40,11,13,69,79,78,64,8,20,4,49,22,99,31,5,57,50
primary,47,Mark,Ingram,WR,82,,93,86,13,28,7,82,47,99,15,85,11,66,14,14,80,27,34,76,5,10,12,49,68,50,54,5,92,42
primary,48,Stephen,Baker,WR,85,,86,81,15,60,11,77,37,85,8,83,15,57,16,16,87,40,40,60,12,12,15,49,73,50,70,5,98,47
primary,49,Odessa,Turner,WR,83,,86,74,13,44,9,77,42,68,5,79,12,62,14,14,77,34,38,46,10,13,13,49,28,50,63,5,97,47
primary,50,Lionel,Manuel,WR,86,,89,92,15,69,14,73,33,79,11,79,9,36,16,16,79,41,41,76,8,9,19,49,46,50,41,5,74,24
primary,51,Troy,Kyles,WR,84,Howard,86,81,13,58,10,80,37,72,10,70,7,43,14,14,73,34,35,64,14,6,13,49,23,50,40,5,96,24
primary,52,Stacy,Robinson,WR,81,,87,82,13,53,14,50,11,76,33,44,31,32,13,12,58,34,25,64,19,16,14,49,33,50,24,5,48,20
