pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,0,Frank,Winters,C,52,,44,59,11,67,25,87,59,41,34,18,28,22,10,11,23,84,88,12,37,37,23,49,86,99,99,5,95,24
primary,1,Jeff,Dellenbach,C,67,,45,67,11,89,21,99,67,61,18,13,23,11,10,10,20,77,81,8,24,33,17,49,35,99,64,5,73,39
primary,2,Doug,Evans,CB,33,,81,86,9,96,18,85,47,72,89,11,80,8,12,10,40,14,20,37,59,72,21,49,76,1,54,5,90,80
primary,3,Darren,Sharper,CB,42,,75,83,9,55,16,73,39,68,89,12,79,8,11,10,47,23,25,39,40,70,19,49,64,1,54,5,90,77
primary,4,Blaine,McElmurry,CB,38,,83,81,12,55,16,97,49,92,77,6,60,4,13,11,41,18,20,30,40,51,19,49,28,1,44,5,55,43
primary,5,Mark,Collins,CB,26,,83,81,9,66,17,87,53,58,74,14,73,10,11,11,26,19,23,43,30,58,20,49,49,1,58,5,64,52
primary,6,Tyrone,Williams,CB,37,,89,81,9,83,16,76,35,72,76,12,75,8,11,10,24,16,21,39,30,75,19,49,57,1,58,5,72,24
primary,7,Reggie,White,DE,92,,75,82,10,75,19,86,89,79,46,14,88,28,11,10,22,18,23,26,96,78,19,49,59,99,66,5,88,80
primary,8,Shannon,Clavelle,DE,91,,87,64,11,49,16,85,73,65,44,22,80,31,13,11,14,23,25,22,92,72,15,49,28,99,65,5,76,74
primary,9,Gabe,Wilkins,DE,98,,52,66,11,63,20,39,79,67,42,15,75,28,11,10,23,33,24,24,84,70,20,49,59,99,46,5,61,70
primary,10,Keith,McKenzie,DE,95,,72,76,10,57,19,54,61,62,59,18,66,27,11,10,23,22,23,36,73,72,20,49,23,99,40,5,55,74
primary,11,Paul,Frase,DE,97,,72,60,11,55,12,87,57,60,47,25,67,32,13,11,19,22,25,22,74,58,13,49,29,99,36,5,83,73
primary,12,Gilbert,Brown,DT,93,,57,63,11,65,24,72,51,56,28,21,90,31,11,10,28,35,27,12,72,99,23,49,41,99,62,5,98,74
primary,13,Santana,Dotson,DT,71,,50,63,11,57,22,85,77,64,18,14,77,31,11,11,24,29,26,22,78,78,20,49,62,99,63,5,72,74
primary,14,Bob,Kuberski,DT,94,,43,56,11,49,21,67,67,39,11,15,75,27,10,11,15,25,21,10,46,85,17,49,40,99,54,5,20,50
primary,15,Darius,Holland,DT,90,,56,64,11,60,26,85,77,59,28,27,71,31,10,10,36,37,35,2,61,69,26,49,59,99,34,5,27,48
