pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,0,John,Fitzgerald,C,62,,43,61,11,83,21,87,67,65,37,41,32,38,14,11,41,61,60,9,41,37,17,49,51,99,28,5,46,62
primary,1,Benny,Barnes,CB,31,Stanford,83,88,9,55,16,87,45,64,89,10,76,7,11,10,39,14,18,37,38,65,16,49,79,1,63,5,90,56
primary,2,Aaron,Kyle,CB,25,Wyoming,75,83,9,55,16,73,39,68,89,12,79,8,11,10,47,23,25,39,40,70,19,49,64,1,54,5,90,77
primary,3,Eric,Hurt,CB,43,,85,98,12,53,17,87,49,99,70,14,72,10,12,13,23,5,5,60,30,59,15,49,32,1,42,5,51,60
primary,4,Dextor,Clinkscale,CB,20,,82,89,9,83,19,88,39,82,72,11,70,8,11,10,23,18,22,37,35,54,23,49,20,1,41,5,79,60
primary,5,Wade,Manning,CB,22,,87,90,13,64,16,68,51,79,63,8,56,6,13,11,26,26,29,60,41,53,17,49,31,1,30,5,50,56
primary,6,John,Dutton,DE,78,Nebraska,75,82,10,75,19,86,71,79,46,14,88,28,11,10,22,18,23,26,96,78,19,49,59,99,66,5,88,80
primary,7,Harvey,Martin,DE,79,,61,71,10,72,22,88,57,73,68,24,87,37,11,11,32,23,30,24,76,77,21,49,36,99,36,5,55,85
primary,8,Dave,Stalls,DE,65,Northern Colorado,71,73,11,58,18,81,65,72,29,27,59,31,13,11,24,24,23,10,80,66,19,49,31,99,39,5,41,45
primary,9,Larry,Bethea,DE,76,,68,79,11,63,20,76,91,67,41,28,63,33,13,11,27,28,27,16,70,51,20,49,31,99,38,5,8,24
primary,10,Larry,Cole,DT,63,,59,63,10,66,22,89,87,52,24,26,79,34,11,11,32,32,36,10,70,84,23,49,70,99,54,5,52,47
primary,11,Randy,White,DT,54,Maryland,61,69,11,90,24,85,69,52,24,21,89,34,11,10,24,25,25,10,79,85,25,49,82,99,63,5,81,85
primary,12,Bruce,Thornton,DT,77,Illinois,54,59,11,53,16,80,69,50,7,23,72,29,9,11,26,18,23,4,62,74,10,49,31,99,33,5,59,65
primary,13,Robert,Newhouse,FB,44,Houston,84,76,16,97,24,92,47,67,15,70,10,41,14,14,88,83,80,95,7,9,26,49,65,99,72,5,28,24
primary,14,Cliff,Harris,FS,43,,82,72,9,92,19,76,57,73,90,12,97,8,11,10,7,22,22,39,59,97,22,49,79,1,74,5,96,57
primary,15,Charlie,Waters,FS,26,,87,81,10,66,17,65,39,62,80,12,76,8,11,10,14,24,20,39,33,65,19,49,26,1,45,5,70,80
primary,16,Aaron,Mitchell,FS,34,,78,80,9,97,21,86,61,79,58,12,74,8,11,11,12,23,22,39,44,62,23,49,61,1,62,5,93,54
primary,17,Herbert,Scott,G,68,Virginia Union,38,57,12,86,23,99,69,45,13,30,27,16,10,10,23,97,90,7,27,28,21,49,83,99,73,5,88,24
primary,18,Tom,Rafferty,G,64,,39,48,12,76,24,96,58,39,14,33,29,16,10,10,24,80,84,7,28,27,22,49,38,99,60,5,88,24
primary,19,Robert,Shaw,G,52,Tennessee,34,59,10,76,19,82,65,52,29,44,32,41,11,14,40,66,69,10,32,23,19,49,51,99,48,5,44,2
primary,20,Ron,Springs,HB,20,,81,79,25,89,13,81,55,67,8,74,6,85,16,15,79,31,32,96,12,10,17,49,41,50,67,5,86,71
primary,21,Tony,Dorsett,HB,33,Pittsburgh,88,68,17,67,11,87,47,75,29,50,28,81,14,17,55,27,30,94,22,34,12,49,41,50,51,5,70,52
primary,22,Scott,Laidlaw,HB,35,Stanford,85,83,17,74,11,98,65,82,14,49,9,70,14,15,60,63,63,74,12,12,15,49,45,50,47,5,38,24
primary,23,Preston,Pearson,HB,26,Illinois,67,79,15,43,16,71,65,67,39,31,28,83,14,14,62,37,29,96,32,36,17,49,50,99,40,5,54,74
primary,24,Larry,Brinson,HB,36,Florida,83,75,16,72,16,71,49,61,10,59,14,70,13,13,60,46,46,70,6,12,14,49,34,99,29,5,62,79
primary,25,Bob,Breunig,ILB,53,,78,69,10,78,4,64,69,84,74,15,90,34,11,11,16,23,20,24,83,89,4,49,79,99,52,5,74,63
primary,26,Thomas,Henderson,ILB,56,,80,72,10,81,13,72,63,75,69,23,86,27,11,10,15,34,29,22,74,78,13,49,72,99,53,5,71,61
