pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,0,Bill,Bryan,C,64,Duke,37,53,10,82,23,97,57,41,31,21,33,14,10,10,33,88,90,6,39,27,22,49,40,99,54,5,65,50
primary,1,Louis,Wright,CB,20,,83,85,9,53,17,82,35,78,92,14,67,10,11,10,24,30,28,43,25,59,19,49,78,1,69,5,95,60
primary,2,Mike,Harden,CB,31,Michigan,81,86,9,96,18,85,47,72,89,11,80,8,12,10,40,14,20,37,59,72,21,49,76,1,54,5,90,80
primary,3,Randy,Robbins,CB,48,Arizona,91,74,11,72,21,76,35,77,83,8,75,6,11,11,35,46,43,34,53,62,22,49,35,1,32,5,55,76
primary,4,Tony,Lilly,CB,22,Florida,81,77,9,60,18,95,53,64,68,11,71,8,11,10,26,22,27,37,32,55,19,49,24,1,47,5,86,45
primary,5,Daniel,Hunter,CB,25,,88,82,11,94,24,66,41,88,73,7,64,35,11,11,39,44,42,32,47,50,26,49,58,1,43,5,55,24
primary,6,Andre,Townsend,DE,61,Mississippi,75,82,10,75,19,86,71,79,46,14,88,28,11,10,22,18,23,26,96,78,19,49,59,99,66,5,88,80
primary,7,Rulon,Jones,DE,75,,61,71,10,72,22,88,57,73,68,24,87,37,11,11,32,23,30,24,76,77,21,49,36,99,36,5,55,85
primary,8,Freddie,Gilbert,DE,90,Georgia,50,48,10,53,20,74,75,59,10,18,73,28,10,10,23,28,24,4,79,78,21,49,26,99,33,5,74,77
primary,9,Greg,Kragen,DT,71,,63,79,10,82,22,68,67,61,26,29,94,47,11,11,31,31,35,39,79,90,23,49,44,99,46,5,75,79
primary,10,Simon,Fletcher,DT,73,Houston,59,56,10,63,22,73,67,56,50,19,88,28,11,10,27,35,27,22,75,84,23,49,48,99,64,5,75,58
primary,11,Rubin,Carter,DT,68,,49,61,11,52,24,82,57,48,15,19,78,31,10,10,32,43,34,10,69,68,24,49,33,99,43,5,86,69
primary,12,Tony,Colorito,DT,69,USC,35,56,11,63,22,88,63,41,16,18,71,27,10,10,22,31,23,4,60,72,19,49,23,99,32,5,29,76
primary,13,Sammy,Winder,FB,23,Southern Miss,80,86,18,94,20,84,57,61,14,44,9,44,14,14,58,74,72,92,6,14,21,49,36,99,48,5,70,72
primary,14,Steve,Foley,FS,43,Tulane,82,72,9,92,19,76,57,73,90,12,97,8,11,10,7,22,22,39,59,97,22,49,79,1,74,5,96,57
primary,15,Steve,Wilson,FS,45,Howard,88,77,9,43,19,75,53,68,53,12,64,8,11,10,8,24,27,39,32,45,19,49,26,1,24,5,47,54
primary,16,Keith,Bishop,G,54,,32,61,12,83,22,94,79,58,13,29,26,15,10,10,21,83,87,8,24,28,19,49,80,99,74,5,45,39
primary,17,Mark,Cooper,G,63,,48,62,11,99,25,97,61,50,34,20,29,20,10,10,23,87,81,7,37,37,23,49,58,99,70,5,95,49
primary,18,Paul,Howard,G,60,BYU,42,66,14,85,22,94,71,45,33,41,32,49,11,11,48,70,70,20,41,32,21,49,54,99,48,5,38,24
primary,19,Winford,Hood,G,78,Georgia,47,56,12,75,19,80,75,55,7,28,26,5,10,10,13,57,53,2,19,26,14,49,27,99,31,5,28,48
primary,20,Gerald,Willhite,HB,47,,82,84,17,82,12,93,45,73,11,66,12,88,14,14,60,27,32,92,9,7,16,49,70,50,58,5,71,51
primary,21,Gene,Lang,HB,33,,83,73,15,87,12,91,59,65,14,68,8,76,14,16,65,30,32,87,7,7,14,49,67,50,56,5,61,61
primary,22,Steve,Sewell,HB,30,Oklahoma,89,72,23,82,13,94,57,92,12,50,6,77,19,20,61,38,30,72,8,6,12,49,43,99,36,24,41,60
primary,23,Ken,Bell,HB,35,,83,68,15,67,16,90,71,79,11,31,6,61,13,13,61,48,50,75,10,14,15,49,36,50,39,5,36,9
primary,24,Tony,Boddie,HB,24,,93,77,28,41,13,93,65,74,12,49,14,45,20,21,55,30,24,76,11,10,16,49,68,50,48,5,38,64
primary,25,Karl,Mecklenburg,ILB,77,,77,76,10,79,11,87,65,68,74,21,82,25,11,10,19,30,23,16,71,76,11,49,28,99,44,5,65,74
primary,26,Ricky,Hunley,ILB,98,Arizona,74,86,10,98,11,34,69,68,85,19,99,29,11,10,27,27,22,26,91,99,11,49,92,99,66,5,90,90
primary,27,Rich,Karlis,K,3,Cincinnati,35,46,11,53,94,90,37,44,30,32,42,32,14,11,42,38,33,28,41,36,97,99,32,50,80,5,64,41
primary,28,Chris,Norman,K,4,South Carolina,37,43,11,39,83,88,30,40,16,17,40,16,11,12,19,27,20,36,12,12,72,99,15,50,53,5,41,20
primary,29,Jim,Ryan,OLB,50,William & Mary,81,83,10,81,9,57,51,79,76,20,75,24,11,10,20,28,19,20,52,74,10,49,32,99,45,5,89,73
primary,30,Tom,Jackson,OLB,57,Louisville,67,78,10,90,13,88,59,72,78,26,76,35,11,11,20,60,30,20,68,82,13,49,47,99,48,5,70,50
primary,31,Rick,Dennison,OLB,55,,79,79,10,77,6,83,65,81,56,19,66,33,11,11,13,22,17,22,61,69,4,49,33,99,24,5,22,66
primary,32,Ken,Woodard,OLB,52,Tuskegee,79,78,10,76,7,82,59,73,75,15,63,24,11,11,14,22,18,30,65,61,7,49,44,99,26,5,61,76
primary,33,Darren,Comeaux,OLB,59,,69,76,10,79,13,47,67,88,51,23,61,26,11,10,12,32,26,18,49,50,13,49,45,99,20,5,34,58
primary,34,Jack,Weil,P,13,Wyoming,45,46,22,43,82,45,36,38,23,23,34,17,22,27,19,19,14,32,19,12,83,1,70,50,88,5,82,23
primary,35,Mike,Horan,P,2,,85,46,20,60,91,98,32,49,19,22,31,16,26,20,15,13,12,24,16,12,87,1,8,50,70,5,88,24
primary,36,John,Elway,QB,7,Stanford,81,72,92,49,17,54,49,72,41,29,44,70,83,83,32,28,32,34,20,43,20,49,88,50,98,96,74,24
primary,37,Scott,Stankavage,QB,3,,81,91,92,28,23,45,18,73,14,29,29,51,65,60,28,13,10,28,11,5,21,49,75,50,55,67,33,24
primary,38,Gary,Kubiak,QB,8,Texas A&M,53,57,80,29,16,50,38,48,33,27,32,46,76,68,25,20,20,28,35,31,16,49,50,50,53,23,40,24
primary,39,Dennis,Smith,SS,49,USC,88,77,10,72,14,39,59,70,85,40,80,10,11,11,17,26,20,49,55,76,17,49,75,1,69,5,92,80
primary,40,Mark,Haynes,SS,36,Colorado,86,84,11,83,19,70,51,76,70,10,58,7,11,11,17,43,48,37,65,59,19,49,62,1,37,5,52,48
primary,41,Dave,Studdard,T,70,Texas,43,55,11,87,17,99,67,52,11,29,29,15,10,10,26,88,90,10,28,28,16,49,80,99,65,5,79,50
primary,42,Ken,Lanier,T,76,,43,56,11,86,19,94,69,41,15,29,29,20,10,10,26,94,92,13,30,28,18,49,80,99,69,5,76,49
primary,43,Dan,Remsberg,T,74,Abilene Christian,48,63,11,87,16,86,77,73,13,28,24,16,10,11,21,72,72,11,26,27,15,49,50,99,51,5,38,14
primary,44,Mike,Freeman,T,62,Arizona,55,50,12,80,10,70,65,39,9,41,32,43,13,11,30,56,69,22,30,32,13,49,44,99,31,5,8,8
primary,45,Joey,Hackett,TE,85,,68,68,10,37,16,81,49,61,10,83,6,65,11,10,79,79,78,47,7,7,18,49,32,99,70,5,82,24
primary,46,Orson,Mobley,TE,89,,73,77,10,39,4,85,55,55,19,78,16,74,11,13,84,64,67,59,11,20,4,49,24,99,57,5,58,13
primary,47,Clarence,Kay,TE,88,Georgia,64,71,10,46,8,76,55,67,9,52,12,32,11,12,77,73,75,65,14,14,11,49,31,99,37,5,29,23
primary,48,Bobby,Micho,TE,87,Texas,67,56,10,10,7,88,58,56,29,38,31,34,11,10,45,47,50,72,12,22,11,49,22,99,38,5,50,23
primary,49,Steve,Watson,WR,81,Temple,85,85,15,60,19,82,45,88,14,75,10,59,14,14,79,55,61,60,8,12,22,49,42,50,48,5,94,80
primary,50,Vance,Johnson,WR,82,Arizona,90,72,15,37,5,80,45,70,6,90,12,63,14,14,89,43,41,83,6,8,9,49,15,50,61,5,97,42
primary,51,Clint,Sampson,WR,84,,86,76,15,65,11,89,51,78,9,86,8,66,14,14,89,36,45,63,5,6,15,49,79,50,70,5,94,55
primary,52,Mark,Jackson,WR,80,Purdue,95,88,17,59,14,95,37,85,6,82,7,46,15,16,83,34,23,67,12,14,15,49,38,50,35,5,73,81
