pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,0,Dwight,Stephenson,C,57,,45,63,12,98,26,96,63,55,31,17,30,23,11,10,23,97,99,10,35,40,22,49,84,99,77,5,93,68
primary,1,Gerald,Small,CB,40,,91,92,9,81,17,33,49,95,92,13,78,9,11,10,35,20,24,60,39,76,19,49,82,1,64,5,69,24
primary,2,Fulton,Walker,CB,28,,85,86,9,58,16,33,41,82,86,13,80,9,11,11,29,19,18,41,32,64,17,49,90,1,76,5,84,60
primary,3,Ed,Taylor,CB,45,,82,82,9,41,16,76,31,82,79,12,77,8,11,10,23,19,26,39,48,70,17,49,22,1,56,5,81,54
primary,4,Ricky,Ray,CB,46,,85,88,9,66,16,72,47,72,74,12,68,8,11,10,21,11,18,39,25,54,17,49,22,1,48,5,75,77
primary,5,Don,McNeal,CB,48,,87,90,13,64,16,68,51,79,63,8,56,6,13,11,26,26,29,60,41,53,17,49,31,1,30,5,50,56
primary,6,Vern,Den Herder,DE,75,,76,64,10,70,20,79,73,64,46,18,85,29,11,10,19,27,20,18,93,80,20,49,70,99,66,5,75,81
primary,7,Ken,Poole,DE,51,,54,66,11,49,19,89,73,58,3,16,75,26,11,10,19,27,23,4,79,70,19,49,20,99,53,5,73,61
primary,8,Kim,Bokamper,DE,96,,68,64,10,60,22,48,57,73,52,18,79,30,11,11,26,27,27,28,78,68,23,49,34,99,71,5,78,71
primary,9,Bill,Barnett,DE,79,,83,66,11,69,17,93,79,67,46,31,69,34,13,11,24,33,33,22,70,66,19,49,35,99,37,5,42,66
primary,10,Bob,Baumhower,DT,73,,59,83,10,88,23,85,89,58,24,29,85,34,11,11,38,31,36,14,84,80,22,49,78,99,54,5,71,80
primary,11,Mike,Fultz,DT,78,,72,77,10,60,22,66,61,73,29,20,72,27,10,10,23,32,29,10,90,70,21,49,26,99,48,5,80,42
primary,12,Doug,Betters,DT,76,,61,81,11,60,12,76,67,75,10,23,76,31,11,11,19,22,28,10,69,68,14,49,34,99,34,5,38,43
primary,13,Steve,Howell,FB,35,,80,86,18,94,20,84,57,61,14,44,9,44,14,14,58,74,72,92,6,14,21,49,36,99,48,5,70,72
