pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,0,Jack,Rudnay,C,58,Northwestern,45,63,12,98,26,96,63,55,31,17,30,23,11,10,23,92,98,10,35,40,22,49,84,99,77,5,93,68
primary,1,Mike,Oriard,C,50,Notre Dame,53,66,12,82,21,98,57,50,30,50,37,39,11,11,42,67,70,13,41,22,22,49,54,99,45,5,75,41
primary,2,Sid,Smith,C,70,USC,57,72,11,76,17,76,55,64,6,8,16,7,10,10,9,61,60,8,11,33,13,49,27,99,31,5,40,22
primary,3,Jim,Marsalis,CB,40,,83,90,9,89,16,77,35,78,95,12,78,8,12,10,47,14,18,39,28,77,20,49,88,1,59,5,90,80
primary,4,Emmitt,Thomas,CB,18,,83,88,9,55,16,87,45,64,89,10,76,7,11,10,39,14,18,37,38,65,16,49,79,1,63,5,90,56
primary,5,Ceasar,Belser,CB,24,,83,81,12,55,16,97,49,92,77,6,60,4,13,11,41,18,20,30,40,51,19,49,28,1,44,5,55,43
primary,6,David,Hadley,CB,23,,87,75,12,60,18,64,45,84,89,6,60,4,13,11,27,23,26,30,37,61,19,49,31,1,40,5,60,79
primary,7,Nate,Allen,CB,48,Texas Southern,86,90,9,49,15,86,43,81,63,9,66,6,11,10,18,9,13,35,52,52,17,49,25,1,43,5,51,24
primary,8,Kerry,Reardon,CB,15,Iowa,82,81,9,88,21,69,41,61,56,13,49,9,11,10,19,29,27,41,29,41,23,49,42,1,20,5,24,57
primary,9,Marvin,Upshaw,DE,81,,91,88,11,60,15,79,51,82,41,25,90,33,13,11,22,21,26,12,94,83,17,49,69,99,50,5,79,85
primary,10,Aaron,Brown,DE,87,Minnesota,80,74,10,60,19,79,69,59,49,17,77,26,11,10,23,23,24,20,79,76,20,49,64,99,50,5,71,72
primary,11,Curley,Culp,DT,61,,60,59,11,69,21,87,67,47,18,18,89,28,11,11,22,27,22,12,76,88,20,49,69,99,64,5,76,73
primary,12,Buck,Buchanan,DT,86,,53,64,11,68,26,53,67,63,24,23,91,34,11,10,30,37,30,10,65,83,26,49,35,99,56,5,83,65
primary,13,Wilbur,Young,DT,99,,65,79,11,72,22,84,75,59,20,18,71,31,11,10,19,25,20,10,70,82,21,49,72,99,49,5,20,63
primary,14,Ed,Lothamer,DT,82,,67,65,11,57,20,86,55,58,52,26,75,30,13,11,18,20,25,12,60,71,17,49,31,99,32,5,65,50
primary,15,Wendell,Hayes,FB,38,,84,76,16,97,24,92,47,67,15,70,10,41,14,14,88,83,80,95,7,9,26,49,65,99,72,5,28,24
primary,16,Warren,McVea,FB,6,Houston,70,66,18,70,15,95,53,65,38,40,21,50,14,14,59,70,68,87,29,36,14,49,22,99,50,5,64,38
primary,17,Johnny,Robinson,FS,42,,81,88,12,93,22,84,39,76,78,8,82,6,12,11,14,30,31,34,48,68,25,49,54,1,53,5,65,46
primary,18,Mike,Sensibaugh,FS,20,,88,86,9,34,16,86,49,68,79,12,64,8,10,10,17,29,26,6,25,59,14,49,22,1,31,5,24,76
primary,19,Ed,Budde,G,71,,54,59,14,85,19,96,65,61,27,36,32,41,11,11,40,84,86,21,31,39,17,49,78,99,62,5,85,24
primary,20,Mo,Moorman,G,76,,51,64,12,75,22,93,67,44,14,32,29,12,10,11,26,84,80,8,27,26,21,49,81,99,83,5,80,49
primary,21,George,Daney,G,60,,54,65,12,69,10,83,73,64,18,33,33,42,11,11,34,45,46,17,26,31,14,49,43,99,20,5,35,87
primary,22,Ed,Podolak,HB,14,Iowa,87,84,17,89,13,77,59,79,7,57,12,90,15,17,59,41,41,92,10,6,16,49,69,50,56,5,43,76
primary,23,Jeff,Kinney,HB,4,,89,68,28,72,11,92,67,84,30,47,22,77,27,28,53,44,27,60,16,20,13,49,39,99,38,5,54,70
primary,24,Jim,Otis,HB,35,,89,72,23,82,13,94,57,92,12,50,6,77,19,20,61,38,30,72,8,6,12,49,43,99,36,24,41,60
primary,25,Mike,Adamle,HB,1,Northwestern,88,79,17,65,16,72,47,76,13,48,8,75,14,14,49,49,35,90,6,13,19,49,38,99,40,24,41,41
primary,26,Robert,Holmes,HB,45,Southern,88,80,15,60,16,89,49,75,10,21,14,78,13,13,39,20,16,60,6,12,14,49,34,50,38,24,41,9
primary,27,Willie,Lanier,ILB,63,,74,86,10,98,11,34,69,68,85,19,99,29,11,10,27,27,22,26,91,99,11,49,92,99,66,5,90,90
primary,28,Jim,McCann,K,8,,59,46,11,41,95,83,36,45,19,23,27,17,11,13,17,24,19,33,16,12,88,99,34,50,78,5,79,39
primary,29,Bobby,Bell,OLB,78,Minnesota,80,77,10,99,15,79,61,59,76,23,88,31,11,10,30,34,28,28,77,83,16,49,92,99,52,5,81,83
primary,30,Jim,Lynch,OLB,51,Notre Dame,74,72,10,85,14,84,71,67,76,18,86,31,11,11,23,34,26,34,72,78,13,49,87,99,69,5,77,77
primary,31,Keith,Best,OLB,84,,81,77,10,85,13,84,61,67,71,23,78,26,11,10,18,32,23,20,74,71,13,49,34,99,52,5,37,72
primary,32,Clyde,Werner,OLB,63,,78,87,10,85,11,87,61,68,71,23,81,34,11,11,16,20,20,12,53,79,8,49,38,99,37,5,63,56
primary,33,Bob,Stein,OLB,66,Minnesota,85,72,10,63,20,55,69,75,53,18,60,28,11,10,24,23,25,24,74,69,21,49,50,99,51,5,58,63
primary,34,Al,Palewicz,OLB,50,,71,72,10,74,2,74,63,58,60,18,58,33,11,11,6,21,16,10,55,57,2,49,33,99,26,5,31,24
primary,35,Jerrel,Wilson,P,44,Southern Miss,40,48,21,46,69,86,33,40,20,26,39,18,25,21,10,20,16,14,23,9,68,1,14,50,54,5,70,23
primary,36,Jan,Stenerud,P,3,,40,48,21,46,69,86,33,40,20,26,39,18,25,21,10,20,16,14,23,9,68,1,14,50,54,5,70,23
primary,37,Len,Dawson,QB,16,Purdue,67,72,96,50,11,74,45,64,31,24,29,22,86,86,18,32,26,14,22,22,14,49,99,50,96,56,93,73
primary,38,Dean,Carlson,QB,19,,69,65,77,62,5,52,30,68,24,19,23,12,76,79,11,21,21,60,12,19,9,49,86,50,81,78,73,24
primary,39,Mike,Livingston,QB,10,SMU,53,57,80,29,16,50,38,48,33,27,32,46,76,68,25,20,20,28,35,31,16,49,50,50,53,23,40,24
primary,40,John,Huarte,QB,7,Notre Dame,81,91,92,28,23,45,18,73,14,29,29,51,65,60,28,13,10,28,11,5,21,49,75,50,55,67,33,24
primary,41,Jim,Kearney,SS,46,,88,67,10,93,12,88,51,67,93,35,97,9,11,10,43,18,18,49,66,96,16,49,94,1,60,5,93,82
