pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,0,Randy,Cross,C,51,,41,59,11,95,23,94,77,52,28,17,26,16,10,10,20,72,70,8,30,37,20,49,86,99,64,5,60,48
primary,1,Tory,Nixon,CB,20,,91,90,11,83,19,74,43,82,91,10,79,7,11,11,18,43,48,60,54,73,20,49,80,1,50,5,75,95
primary,2,Greg,Cox,CB,23,,85,86,9,58,16,33,41,82,86,13,80,9,11,11,29,19,18,41,32,64,17,49,90,1,76,5,84,60
primary,3,Eric,Wright,CB,27,,92,99,11,71,19,72,39,92,80,19,44,39,11,11,48,34,39,51,29,36,21,49,36,1,45,5,55,42
primary,4,Chet,Brooks,CB,21,,86,84,9,60,17,74,47,73,73,10,70,7,11,10,15,19,20,37,38,62,19,49,20,1,50,5,88,55
primary,5,Don,Griffin,CB,29,,90,91,11,94,24,61,49,82,67,7,35,35,11,11,39,44,42,32,47,31,26,49,58,1,35,5,34,24
primary,6,Tim,McKyer,CB,22,,76,72,8,99,28,75,37,85,54,20,56,7,10,10,50,38,43,46,68,45,29,49,50,1,20,5,55,58
primary,7,Larry,Roberts,DE,91,,91,88,11,60,15,79,51,82,41,25,90,33,13,11,22,21,26,12,94,83,17,49,69,99,50,5,79,85
primary,8,Pierce,Holt,DE,75,,61,71,10,72,22,88,57,73,68,24,87,37,11,11,32,23,30,24,76,77,21,49,36,99,36,5,55,85
primary,9,Kevin,Fagan,DE,93,,56,64,11,50,15,89,57,67,24,23,74,29,13,11,19,20,18,10,76,73,15,49,27,99,39,5,60,63
primary,10,Kevin,Lilly,DE,92,,75,72,10,50,17,83,57,58,42,18,73,24,11,10,19,21,20,10,74,74,19,49,21,99,38,5,42,75
primary,11,Danny,Stubbs,DE,97,,67,72,11,61,16,45,67,73,39,25,58,30,13,11,20,27,28,14,73,80,14,49,27,99,35,5,34,55
primary,12,Jeff,Stover,DT,72,,50,63,11,57,22,85,77,64,18,14,77,31,11,11,24,29,26,22,78,78,20,49,62,99,63,5,72,74
primary,13,Doug,Mikolas,DT,62,,63,68,11,63,15,89,73,56,54,28,82,33,13,11,20,25,29,22,74,79,17,49,31,99,42,5,60,66
primary,14,Michael,Carter,DT,95,,56,70,10,69,18,90,61,59,13,22,85,29,11,11,26,21,25,14,60,84,15,49,34,99,48,5,65,42
primary,15,Pete,Kugler,DT,91,,59,69,10,76,22,89,63,58,24,25,81,33,11,11,31,24,33,14,74,80,19,49,70,99,36,5,65,80
primary,16,Tom,Rathman,FB,44,,79,80,16,99,26,93,47,78,9,52,18,88,14,14,62,79,47,72,13,17,27,49,49,99,54,5,83,53
primary,17,Ronnie,Lott,FS,42,,82,72,9,92,19,76,57,73,90,12,97,8,11,10,7,22,22,39,59,97,22,49,79,1,74,5,96,57
primary,18,Guy,McIntyre,G,62,,42,60,12,87,25,96,73,48,16,31,33,22,10,10,24,88,85,9,30,28,23,49,80,99,81,5,84,24
primary,19,Bruce,Collie,G,69,,48,62,11,99,25,97,61,50,34,20,29,20,10,10,23,87,81,7,37,37,23,49,58,99,70,5,95,49
primary,20,Jesse,Sapolu,G,61,,49,64,12,94,28,96,77,52,19,33,34,24,10,10,31,73,70,11,34,28,25,49,74,99,60,5,56,24
primary,21,Jeff,Bregel,G,64,,41,57,12,78,22,95,79,42,13,28,29,15,10,11,23,70,69,12,26,28,20,49,73,99,68,5,21,41
primary,22,Roger,Craig,HB,33,,90,72,24,90,14,82,37,78,15,86,15,89,22,24,87,38,51,99,9,8,18,49,84,1,66,5,58,73
primary,23,Del,Rodgers,HB,25,,90,72,17,67,9,92,55,79,37,59,30,76,14,14,55,10,12,64,20,28,11,49,38,1,51,5,78,46
primary,24,Doug,DuBose,HB,37,,82,67,17,79,13,94,51,70,14,59,6,69,15,16,57,38,34,64,12,8,16,49,44,99,42,5,68,24
primary,25,Harry,Sydney,HB,30,,83,74,15,63,13,94,55,88,34,49,28,69,15,14,54,32,39,81,20,19,16,49,38,50,38,5,60,69
primary,26,Terrence,Flagler,HB,26,,88,79,17,65,16,72,47,76,13,48,8,75,14,14,49,49,35,90,6,13,19,49,38,99,40,24,41,41
primary,27,Michael,Walter,ILB,99,,66,64,11,63,1,86,55,78,76,16,93,30,10,11,9,14,7,5,72,93,1,49,21,99,51,5,74,48
primary,28,Sam,Kennedy,ILB,54,,80,72,10,81,13,72,63,75,69,23,86,27,11,10,15,34,29,22,74,78,13,49,72,99,53,5,71,61
