pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,0,Dave,Dalby,C,50,UCLA,41,59,11,92,22,97,61,41,18,15,27,15,10,10,17,93,94,8,26,37,19,49,79,99,76,5,82,51
primary,1,Jim,Romano,C,52,,47,60,11,59,19,97,53,52,15,13,32,8,10,10,18,76,79,7,22,27,17,49,33,99,52,5,78,42
primary,2,Lester,Hayes,CB,37,Texas A&M,91,92,9,81,17,33,49,95,92,13,78,9,11,10,35,20,24,60,39,76,19,49,82,1,64,5,69,24
primary,3,Ted,Watts,CB,20,Texas Tech,87,86,9,70,18,83,45,82,95,14,74,10,11,11,42,19,26,43,30,60,19,49,84,1,79,5,86,78
primary,4,Mike,Haynes,CB,22,,93,99,11,71,19,30,49,70,81,19,68,40,11,11,46,34,39,51,29,36,21,49,36,1,39,5,55,77
primary,5,James,Davis,CB,45,Southern,92,99,11,71,19,72,39,92,80,19,44,39,11,11,48,34,39,51,29,36,21,49,36,1,45,5,55,42
primary,6,Kenny,Hill,CB,48,Yale,85,88,9,66,16,72,47,72,74,12,68,8,11,10,21,11,18,39,25,54,17,49,22,1,48,5,75,77
primary,7,Odis,McKinney,CB,23,Colorado,87,81,12,55,16,85,41,92,72,6,77,4,13,11,26,18,20,1,40,62,19,49,28,1,39,5,55,39
primary,8,Irvin,Phillips,CB,25,,90,91,11,94,24,61,49,82,67,7,35,35,11,11,39,44,42,32,47,31,26,49,58,1,35,5,34,24
primary,9,Don,Bessillieu,CB,47,Georgia Tech,91,79,11,60,17,86,49,76,67,7,45,5,11,11,21,23,23,32,38,42,15,49,31,1,32,5,48,39
primary,10,Howie,Long,DE,75,Villanova,77,76,11,78,21,34,69,64,49,16,90,31,11,11,22,23,24,24,90,84,21,49,80,99,73,5,81,74
primary,11,Lyle,Alzado,DE,77,,61,71,10,72,22,88,57,73,68,24,87,37,11,11,32,23,30,24,76,77,21,49,36,99,36,5,55,85
primary,12,Archie,Reese,DE,74,Clemson,83,66,11,69,17,93,79,67,46,31,69,34,13,11,24,33,33,22,70,66,19,49,35,99,37,5,42,66
primary,13,Greg,Townsend,DE,93,TCU,72,76,10,57,19,54,61,62,59,18,66,27,11,10,23,22,23,36,73,72,20,49,23,99,40,5,55,74
primary,14,Reggie,Kinlaw,DT,62,Oklahoma,60,59,11,69,21,87,67,47,18,18,89,28,11,11,22,27,22,12,76,88,20,49,69,99,64,5,76,73
primary,15,Bill,Pickel,DT,71,Rutgers,72,77,10,60,22,66,61,73,29,20,72,27,10,10,23,32,29,10,90,70,21,49,26,99,48,5,80,42
primary,16,Dave,Stalls,DT,61,Northern Colorado,61,81,11,60,12,76,67,75,10,23,76,31,11,11,19,22,28,10,69,68,14,49,34,99,34,5,38,43
primary,17,Kenny,King,FB,33,Oklahoma,77,83,18,92,22,91,67,67,6,65,5,91,14,16,76,67,65,65,10,14,21,49,74,99,68,5,66,66
primary,18,Vann,McElroy,FS,26,Baylor,82,86,9,88,19,70,47,85,91,15,80,10,12,11,30,20,23,43,28,76,22,49,97,1,88,5,81,69
primary,19,Charley,Hannah,G,73,Alabama,34,46,14,89,24,94,79,62,16,31,28,19,10,10,24,85,94,8,28,30,22,49,41,99,65,5,39,42
primary,20,Mickey,Marvin,G,65,Tennessee,52,65,11,82,16,98,59,55,24,33,33,47,11,17,45,85,91,19,24,23,16,49,56,99,57,5,75,49
primary,21,Steve,Sylvester,G,66,Notre Dame,50,51,12,71,19,94,63,48,6,24,22,9,10,10,10,76,87,8,16,27,15,49,69,99,56,5,49,42
primary,22,Don,Mosebar,G,72,USC,49,62,11,92,16,98,61,65,10,26,22,16,10,10,9,74,86,9,22,28,15,49,84,99,59,5,69,41
primary,23,Frank,Hawkins,HB,27,Nevada,90,83,24,99,14,99,37,78,15,86,15,89,22,24,85,38,51,98,9,8,18,49,84,1,81,5,99,73
primary,24,Billy,Taylor,HB,39,,80,76,23,82,13,96,73,95,12,32,6,86,19,20,52,61,59,86,8,6,12,49,43,50,45,5,42,68
primary,25,Marcus,Allen,HB,32,USC,81,79,25,89,13,81,55,67,8,74,6,85,16,15,79,31,32,96,12,10,17,49,41,50,67,5,86,71
primary,26,Greg,Pruitt,HB,34,Oklahoma,82,67,17,79,13,94,51,70,14,59,6,69,15,16,57,38,34,64,12,8,16,49,44,99,42,5,68,24
primary,27,Rick,Berns,HB,40,Nebraska,89,72,23,82,13,94,57,92,12,50,6,77,19,20,61,38,30,72,8,6,12,49,43,99,36,24,41,60
primary,28,Chester,Willis,HB,38,Auburn,88,79,17,65,16,72,47,76,13,48,8,75,14,14,49,49,35,90,6,13,19,49,38,99,40,24,41,41
primary,29,Matt,Millen,ILB,55,,81,82,10,92,11,87,73,70,82,23,99,38,11,11,23,33,29,24,78,99,11,49,82,99,63,5,70,63
primary,30,Bob,Nelson,ILB,51,Nebraska,83,70,10,79,9,78,73,70,74,13,80,33,11,11,21,27,22,28,51,78,5,49,61,99,54,5,60,24
primary,31,Jack,Squirek,ILB,58,Illinois,85,80,10,76,7,87,35,85,69,15,70,23,11,10,17,26,21,24,75,75,6,49,23,99,32,5,63,92
primary,32,Chris,Bahr,K,10,,38,47,11,46,90,96,33,42,23,26,40,19,11,12,30,34,29,34,24,14,90,99,32,50,87,5,75,20
primary,33,Ted,Hendricks,OLB,83,,82,86,10,99,11,84,63,64,85,20,99,28,11,10,26,27,21,26,68,98,11,49,90,99,70,5,90,82
primary,34,Rod,Martin,OLB,53,USC,80,80,10,71,4,86,63,79,77,15,85,31,11,11,12,15,11,12,80,86,5,49,26,99,55,5,67,62
primary,35,Darryl,Byrd,OLB,54,Illinois,78,81,10,72,8,72,63,72,70,14,74,26,11,10,38,16,18,28,85,74,9,49,67,99,58,5,79,88
primary,36,Ray,Guy,P,8,Southern Miss,45,46,20,48,94,95,35,37,23,27,41,18,23,24,15,20,16,16,22,12,89,1,32,50,90,5,92,23
primary,37,Jim,Plunkett,QB,16,Stanford,66,64,93,50,9,84,43,56,26,21,31,22,93,96,21,30,28,29,20,22,13,49,92,50,78,30,85,24
primary,38,Marc,Wilson,QB,6,BYU,53,61,73,29,8,59,38,39,29,35,23,17,79,85,47,24,23,30,15,20,11,49,71,50,73,50,71,24
primary,39,David,Humm,QB,11,Nebraska,69,74,62,18,25,72,35,75,21,27,26,57,66,66,16,9,13,28,11,9,22,49,54,50,68,66,45,24
primary,40,Mike,Davis,SS,36,Colorado,88,67,10,93,12,88,51,67,93,35,97,9,11,10,43,18,18,49,66,96,16,49,94,1,60,5,93,82
primary,41,Bruce,Davis,T,79,UCLA,44,48,11,83,19,95,69,41,15,31,36,19,10,11,26,92,99,13,30,28,18,49,88,99,85,5,95,48
primary,42,Henry,Lawrence,T,70,Florida A&M,55,62,11,89,17,95,81,59,13,29,34,15,10,10,26,92,95,12,28,28,17,49,92,99,69,5,65,60
primary,43,Shelby,Jordan,T,64,,43,64,11,73,8,99,67,62,21,26,27,39,11,16,36,67,68,17,15,22,14,49,45,99,46,5,65,24
primary,44,Ed,Muransky,T,76,Michigan,51,45,10,66,20,76,61,52,16,40,37,12,9,10,34,70,52,2,34,24,20,49,49,99,34,5,43,14
primary,45,Todd,Christensen,TE,46,BYU,78,79,11,99,17,99,53,73,14,95,14,80,12,12,92,63,69,78,15,7,19,49,77,99,89,5,99,99
primary,46,Derrick,Jensen,TE,31,,73,64,10,13,5,87,49,66,28,81,19,58,11,10,86,67,66,76,8,22,8,49,13,99,51,5,86,60
primary,47,Don,Hasselbeck,TE,87,Colorado,72,65,10,34,4,63,46,67,25,68,22,48,10,10,68,70,68,66,8,20,8,49,10,99,29,5,69,74
