pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,0,Mike,Flanagan,C,58,,45,67,11,89,21,99,67,61,18,13,23,11,10,10,20,77,81,8,24,33,17,49,35,99,64,5,81,39
primary,1,Grey,Ruegamer,C,67,,44,53,12,66,14,80,69,47,15,18,22,27,14,11,24,68,66,10,20,23,9,49,34,99,31,5,47,46
primary,2,Rob,Davis,C,60,,60,67,10,40,23,85,73,65,24,23,28,28,10,10,30,44,48,4,30,46,24,49,30,99,28,5,43,56
primary,3,Al,Harris,CB,31,,81,77,9,60,19,95,53,64,68,11,71,8,11,10,26,22,27,37,32,55,19,49,24,1,47,5,94,45
primary,4,Mike,McKenzie,CB,34,,86,82,12,68,17,68,45,82,93,6,77,4,13,11,32,21,24,30,55,76,20,49,31,1,63,5,70,43
primary,5,Michael,Hawthorne,CB,27,,87,84,11,70,21,53,41,79,65,8,72,6,11,11,33,45,41,34,41,60,22,49,34,1,34,5,22,49
primary,6,Bhawoh,Jue,CB,21,,85,81,11,70,17,28,33,72,69,7,52,5,11,11,30,30,25,32,49,42,16,49,31,1,25,5,41,48
primary,7,Erwin,Swiney,CB,26,,88,86,9,83,18,71,55,78,76,13,68,9,11,10,21,24,29,41,37,58,21,49,44,1,53,5,48,50
primary,8,Kabeer,Gbaja-Biamila,DE,94,,87,64,11,49,16,85,73,65,44,22,80,31,13,11,14,23,25,22,92,72,15,49,28,99,65,5,71,74
primary,9,Aaron,Kampman,DE,74,,69,78,10,38,18,87,67,68,39,16,73,23,10,10,19,24,20,36,65,55,16,49,19,99,30,5,35,39
primary,10,Chukie,Nwokorie,DE,90,,67,76,11,44,15,85,55,73,31,22,70,27,12,11,16,16,19,18,76,65,11,49,21,99,35,5,75,76
primary,11,Jamal,Reynolds,DE,99,,80,77,11,75,18,82,73,70,67,30,68,35,13,11,26,33,34,22,71,72,16,49,39,99,31,5,32,73
primary,12,Joe,Johnson,DE,91,,54,65,11,73,19,32,69,65,46,15,89,28,11,10,20,22,22,24,84,72,19,49,49,99,54,5,54,86
primary,13,Gilbert,Brown,DT,93,,41,54,11,49,21,67,65,37,11,15,75,27,10,11,15,25,21,10,46,85,17,49,40,99,54,5,35,50
primary,14,Cletidus,Hunt,DT,97,,63,63,11,60,26,83,79,59,28,27,76,31,10,10,36,37,35,2,72,78,26,49,59,99,52,5,61,45
